# y_plus_values_1, u_plus_values_1
6.441605, 3.889025
19.324837, 6.238890
32.208026, 7.402760
45.091236, 8.201619
57.974446, 8.817295
70.857657, 9.321948
83.740867, 9.751825
96.624077, 10.127822
109.507502, 10.463201
122.390712, 10.766823
135.273923, 11.044967
148.157133, 11.302124
161.040343, 11.541772
173.923553, 11.766558
186.806764, 11.978512
199.689974, 12.179265
212.573184, 12.370080
225.456180, 12.552031
238.339390, 12.725952
251.222601, 12.892518
264.105811, 13.052222
276.989021, 13.205556
289.872232, 13.352736
302.755442, 13.494101
315.638652, 13.629772
328.521862, 13.759813
341.405073, 13.884222
354.288283, 14.002938
367.171493, 14.115839
380.054704, 14.222708
392.937914, 14.323331
405.821124, 14.417276
418.704334, 14.504267
431.587545, 14.583812
444.470755, 14.655478
457.353965, 14.718806
470.237176, 14.773364
483.120386, 14.818721
496.003596, 14.854570
508.886806, 14.880695
521.770017, 14.896942
534.653227, 14.903189
547.536437, 14.899435
560.419648, 14.885680
573.302858, 14.862017
586.186068, 14.828568
599.069278, 14.785550
611.952489, 14.733300
624.835699, 14.672126
637.718909, 14.602490
650.602120, 14.524853
663.485330, 14.439709
676.368540, 14.347425
689.251751, 14.248464
702.134961, 14.143133
715.018171, 14.031709
727.901381, 13.914439
740.784592, 13.791446
753.667802, 13.662821
766.551012, 13.528565
779.434223, 13.388616
792.317433, 13.242913
805.200643, 13.091148
818.083853, 12.933044
830.967064, 12.768263
843.850274, 12.596219
856.733484, 12.416360
869.616695, 12.227823
882.499905, 12.029685
895.383115, 11.820685
908.266325, 11.599284
921.149536, 11.363575
934.032746, 11.111064
946.915956, 10.838551
959.799167, 10.541822
972.682377, 10.215090
985.565587, 9.850263
998.448797, 9.435433
1011.332008, 8.952074
1024.215218, 8.368924
1037.098428, 7.626284
1049.981639, 6.584423
1062.864849, 4.736256
